ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
9449,retained,47,38,98,2048,297,0,3482.3,1876.7,14,11,iPhone
9450,churned,33,31,249,2048,447,0,8100.5,3321.3,1,1,iPhone
9452,churned,28,26,511,2696,0,79,4504.8,1320.9,9,9,Android
9453,retained,54,44,99,2703,149,0,3989.3,3132.8,19,12,iPhone
9454,retained,42,34,264,3264,39,19,5935.5,4607.5,12,5,iPhone
9455,retained,52,42,76,3221,591,19,8608.4,5659.1,31,24,iPhone
9456,retained,78,63,102,825,452,97,857.9,253.6,0,0,iPhone
9457,retained,70,57,91,2946,63,44,1228.2,177.3,20,14,Android
9458,retained,12,10,159,3461,37,0,3299.5,2436.7,2,1,iPhone
9459,churned,108,87,126,1176,211,31,7510.2,2406.5,11,11,iPhone
9461,churned,95,79,114,3333,0,0,3252.8,1334.5,1,0,iPhone
9462,churned,116,94,456,1364,500,236,2548.4,1081.0,13,13,Android
9463,retained,34,30,76,192,30,20,2781.4,1512.2,28,23,iPhone
9464,retained,169,136,170,922,0,0,2678.2,436.6,5,1,Android
9465,retained,24,19,264,2209,155,0,4008.8,2444.4,25,22,iPhone
9466,retained,79,63,153,3064,0,0,5260.2,794.8,21,18,iPhone
9467,retained,356,285,724,1525,33,0,2654.6,1994.9,23,19,Android
9468,churned,50,42,71,29,37,38,3776.6,2395.0,4,1,iPhone
9469,retained,16,13,222,1402,36,41,4827.6,1679.0,2,0,Android
9470,retained,158,127,177,846,73,62,6010.5,4034.6,29,25,Android
9471,retained,35,31,86,3347,32,1,4255.8,1016.5,20,19,Android
9472,retained,73,59,89,2421,0,0,4806.9,2590.8,19,17,Android
9473,retained,145,118,176,2197,0,4,3426.1,1788.5,24,17,Android
9474,retained,26,24,207,534,1,157,3856.3,580.0,31,27,iPhone
9475,retained,71,58,103,2626,0,8,1538.6,288.4,17,17,iPhone
9476,retained,107,86,244,319,66,176,1126.0,663.9,10,6,iPhone
9477,churned,88,88,166,2414,0,32,5856.9,1768.3,2,2,iPhone
9478,retained,42,34,58,72,76,48,7474.2,1827.0,16,16,iPhone
9479,retained,168,160,265,994,46,55,2389.7,717.0,18,16,iPhone
9480,retained,17,15,161,623,0,14,1634.9,1284.8,20,12,iPhone
9481,retained,109,88,172,1372,242,5,1421.5,1033.5,0,0,Android
9482,retained,54,44,140,284,0,17,2340.9,614.9,8,8,iPhone
9484,churned,19,16,151,2859,0,18,1253.6,132.6,25,16,iPhone
9486,retained,57,47,109,1665,180,20,2729.0,519.4,25,16,Android
9487,retained,293,237,643,2754,106,0,2612.4,1048.7,20,11,iPhone
9488,retained,23,23,210,2611,348,25,3793.4,2045.5,28,19,iPhone
9489,churned,31,25,183,2812,0,117,1163.8,335.1,16,14,iPhone
9490,retained,26,24,267,3491,256,19,3500.3,2258.4,16,13,Android
9491,retained,40,32,140,848,0,0,1556.3,466.3,26,22,iPhone
9492,retained,12,12,79,1901,48,0,4004.8,1710.2,2,2,iPhone
9493,retained,12,11,145,1245,37,0,2703.8,567.9,16,8,Android
9494,retained,23,23,119,3443,153,22,1653.3,1033.6,5,5,Android
9495,retained,29,24,54,2224,6,0,13340.4,2499.8,19,10,iPhone
9496,retained,223,190,225,3178,500,0,4369.3,2529.3,21,13,iPhone
9497,retained,10,8,133,1378,64,168,4811.0,3465.7,23,15,iPhone
9498,retained,20,17,53,2315,0,0,1462.6,1069.1,22,14,iPhone
9499,churned,49,42,178,2152,143,0,2023.7,1284.0,1,0,iPhone
9500,churned,25,25,90,2435,0,0,701.6,578.2,11,11,iPhone
9501,retained,151,122,272,2129,12,0,1456.8,959.9,5,5,iPhone
9502,retained,95,77,166,1561,161,30,3204.5,2172.1,3,3,Android
9503,retained,242,199,292,3467,29,66,5114.9,1980.4,5,5,iPhone
9504,retained,8,8,59,2340,113,24,2992.1,2408.3,5,4,iPhone
9505,retained,98,79,200,2534,0,0,3002.6,1586.5,12,6,iPhone
9506,retained,156,125,262,2183,0,15,3674.5,1571.7,22,20,Android
9507,retained,148,120,201,3276,0,236,4833.2,2793.6,17,14,iPhone
9508,retained,99,79,403,489,0,0,1359.8,480.9,7,3,Android
9509,retained,71,57,80,120,0,16,3732.6,2783.0,16,9,iPhone
9510,churned,198,162,312,2254,361,77,1784.9,1283.9,1,0,iPhone
9511,retained,24,24,110,3404,0,0,3760.1,1767.9,7,2,Android
9512,churned,28,23,35,1597,16,42,3523.0,371.1,14,12,iPhone
9513,retained,109,93,118,928,0,25,2381.2,1401.2,23,22,Android
9514,retained,20,18,232,692,21,49,9143.9,7048.9,10,7,iPhone
9516,retained,24,20,49,1328,2,70,6588.3,5324.4,6,6,Android
9517,retained,63,53,321,1370,267,38,4437.7,586.0,15,11,iPhone
9518,retained,70,56,642,306,101,4,1350.5,579.4,20,19,iPhone
9520,retained,122,99,237,3235,188,28,852.8,294.0,31,27,iPhone
9521,retained,204,164,334,1574,65,0,4117.5,883.0,24,18,Android
9522,churned,177,142,193,1672,43,17,9380.3,5034.3,12,12,Android
9523,retained,133,131,245,2035,184,70,5737.5,982.1,27,26,iPhone
9524,churned,128,107,177,19,87,25,2969.2,2371.7,10,5,iPhone
9525,retained,96,77,98,243,0,0,6624.2,1792.1,24,15,Android
9526,churned,143,125,603,1306,0,0,3089.4,1800.8,23,15,iPhone
9527,churned,99,80,128,874,71,77,4935.5,1348.5,7,6,iPhone
9528,retained,11,9,113,1785,58,0,2180.0,1258.7,27,24,Android
9529,retained,112,97,272,122,82,1,1713.0,930.5,16,10,Android
9530,retained,110,104,221,28,115,0,2545.8,1657.1,7,7,iPhone
9531,retained,82,66,116,1697,279,43,1976.7,943.5,27,22,iPhone
9532,retained,10,9,65,796,27,0,7081.1,3297.5,23,15,Android
9533,retained,20,18,57,3446,308,15,3244.3,1345.4,17,14,iPhone
9534,retained,148,119,203,2775,105,0,2622.4,1004.4,30,24,iPhone
9535,retained,38,32,58,2044,0,0,13176.8,2224.0,19,13,Android
9537,retained,131,106,171,442,0,37,3531.5,883.7,15,8,iPhone
9538,retained,7,6,33,3218,108,0,1896.5,631.2,23,19,Android
9540,retained,120,98,313,1028,0,18,3513.7,1005.3,6,6,iPhone
9541,churned,29,26,153,3372,96,0,1470.2,967.7,4,0,iPhone
9542,retained,15,15,33,3408,15,12,5480.4,3539.2,5,5,iPhone
9543,churned,19,16,38,26,0,0,4478.0,3380.2,2,2,Android
9544,retained,174,144,275,2711,31,0,3945.0,2009.0,20,17,iPhone
9545,churned,158,127,174,1198,118,0,4067.8,1342.9,2,1,iPhone
9546,retained,28,22,35,882,422,2,8145.9,5947.0,17,12,Android
9547,retained,18,14,174,1281,405,174,2300.4,1773.6,11,11,iPhone
9548,retained,114,92,541,2980,189,0,3868.2,847.1,7,7,iPhone
9549,retained,71,57,270,2025,73,32,3839.5,2967.6,13,5,iPhone
9550,churned,42,34,69,2555,56,37,1995.7,1344.2,23,16,iPhone
9551,retained,2,2,32,1001,115,0,2661.8,1458.0,0,0,Android
9552,retained,15,12,18,1798,166,0,824.7,377.7,28,23,iPhone
9553,retained,62,50,300,3076,5,38,8033.0,1473.1,1,0,Android
9554,churned,127,120,191,825,167,0,1932.6,1163.2,22,16,iPhone
9555,retained,139,114,151,1286,189,0,6156.4,2447.9,18,12,iPhone
9556,churned,191,154,344,536,205,0,3201.3,2177.7,0,0,iPhone
9557,retained,21,17,28,1073,290,7,1827.7,309.9,29,19,Android
9558,retained,36,32,112,656,116,0,2957.5,1507.5,16,16,iPhone
9559,retained,9,7,42,2652,184,0,4356.4,1721.6,28,21,iPhone
9560,retained,41,41,503,1231,0,0,3150.7,775.9,9,9,Android
9561,churned,59,50,175,3061,260,0,1787.0,1282.0,11,8,Android
9562,retained,87,70,109,467,192,0,5700.6,4510.7,16,10,iPhone
9563,retained,87,69,316,3179,196,0,2836.0,380.7,6,6,iPhone
9564,retained,49,39,50,1209,1,0,2034.2,275.6,24,21,iPhone
9565,retained,147,119,155,2401,95,6,9629.7,4653.2,2,2,iPhone
9566,retained,12,10,33,3444,53,0,2719.1,2254.2,26,25,Android
9567,retained,70,56,131,2818,393,68,3727.6,1609.0,16,11,iPhone
9568,churned,129,113,442,1502,107,39,8472.9,1939.9,16,10,Android
9569,retained,62,50,155,2787,0,0,4011.1,1874.1,8,4,iPhone
9570,retained,168,135,333,1274,72,141,4229.8,1649.8,19,11,iPhone
9571,retained,79,79,118,929,0,59,1930.0,272.0,4,4,Android
9572,retained,31,26,54,3286,1,0,9987.2,5627.6,25,20,Android
9573,retained,7,6,19,533,0,0,7679.0,5309.7,26,25,iPhone
9574,retained,244,199,312,1485,39,15,2826.3,2297.1,27,20,iPhone
9575,retained,419,336,466,521,51,96,3893.4,2904.1,16,16,iPhone
9576,retained,80,76,275,3174,183,0,8062.8,5606.6,6,6,iPhone
9577,retained,54,44,304,1700,291,0,3407.8,1258.3,17,16,Android
9578,churned,191,155,535,1576,421,49,1731.5,1343.9,17,17,iPhone
9579,churned,9,9,67,582,8,0,4113.0,824.0,1,0,iPhone
9580,retained,147,120,267,433,88,19,14012.1,3837.8,31,23,iPhone
9581,retained,44,44,65,2460,209,0,1768.9,1091.0,11,4,iPhone
9582,retained,90,72,188,3053,7,2,8598.0,785.1,5,1,iPhone
9583,retained,176,141,463,314,41,98,3770.8,1906.0,5,2,Android
9584,retained,17,14,21,1579,304,70,8792.7,5367.3,22,21,iPhone
9585,retained,328,270,392,2869,29,57,2491.3,846.1,19,13,iPhone
9586,retained,134,109,210,1916,76,40,4874.3,2317.4,26,22,Android
9587,churned,22,20,313,178,125,30,7335.6,4542.1,9,4,iPhone
9588,retained,28,23,381,1519,0,13,1738.0,1183.7,15,8,iPhone
9589,retained,28,24,253,1617,14,44,1667.3,483.5,20,20,iPhone
9590,retained,129,103,255,3422,326,24,859.7,516.4,24,22,Android
9591,retained,109,87,154,996,0,18,5978.9,4020.4,29,26,Android
9592,retained,4,4,284,729,158,51,3250.3,941.5,29,22,iPhone
9593,retained,88,71,100,1179,197,77,2239.1,1167.9,22,15,Android
9594,churned,375,319,603,2324,12,24,3291.9,1654.9,16,10,Android
9595,retained,80,80,120,246,24,69,7312.6,519.6,26,18,iPhone
9596,retained,6,5,73,133,115,27,8933.7,5846.2,6,0,iPhone
9597,retained,84,67,102,560,85,48,8036.0,1475.5,19,11,Android
9598,retained,52,52,61,977,293,27,1620.3,1120.3,0,0,Android
9599,churned,3,3,15,626,127,0,3876.0,687.8,22,17,iPhone
9600,retained,139,127,178,1606,21,40,1423.6,205.8,13,13,Android
9601,retained,30,26,56,1369,0,0,9513.0,4239.4,16,16,iPhone
9602,retained,43,37,107,75,58,116,3583.7,1505.7,13,13,iPhone
9603,retained,155,125,356,1921,49,104,3040.6,1058.5,9,9,iPhone
9604,churned,144,119,222,1253,0,48,5321.0,1921.5,11,11,iPhone
9605,retained,89,71,226,2845,213,0,8956.2,2362.9,11,4,Android
9606,retained,48,46,98,3002,108,0,516.2,281.5,22,17,iPhone
9607,retained,8,8,40,1908,433,44,3814.5,2390.6,12,10,iPhone
9608,retained,2,2,90,3135,419,20,3141.4,2154.8,13,13,iPhone
9609,retained,52,42,205,931,173,10,3910.0,2883.9,18,14,Android
9610,retained,333,268,525,876,0,0,584.1,85.8,25,17,Android
9611,retained,92,92,150,1692,249,0,1258.3,457.5,14,8,Android
9612,retained,76,62,280,203,342,17,7044.7,1355.4,13,11,Android
9613,retained,49,41,121,2302,0,76,5964.3,4302.0,9,3,Android
9615,retained,49,40,57,108,10,210,6532.5,1764.5,1,0,iPhone
9616,retained,0,0,76,1660,0,2,2056.4,807.3,6,6,Android
9617,churned,123,101,132,39,131,71,6705.9,1319.8,1,0,iPhone
9618,retained,27,27,126,2964,591,15,1340.5,229.3,7,4,iPhone
9619,retained,68,55,68,3041,16,22,4091.9,3051.9,14,8,iPhone
9620,retained,22,22,70,2120,36,59,2918.6,1041.8,2,0,iPhone
9621,churned,15,12,71,1327,253,0,9295.5,2506.3,25,17,Android
9622,retained,105,90,155,2352,105,5,2799.3,1150.5,17,11,iPhone
9623,retained,42,34,135,1362,28,84,3696.1,1857.4,9,9,Android
9624,retained,32,26,46,1684,18,24,7684.6,1145.7,29,20,Android
9625,retained,141,116,178,1615,254,0,1647.9,1159.6,18,15,iPhone
9626,retained,51,46,98,1138,69,0,5761.1,4284.3,14,7,Android
9627,retained,40,32,57,2417,194,0,3195.4,1506.7,11,7,iPhone
9628,retained,163,131,312,239,39,0,4949.1,2689.4,31,25,iPhone
9629,retained,36,29,76,80,19,17,3721.2,3013.0,2,2,iPhone
9631,retained,44,35,115,1582,30,0,5913.0,1476.3,12,12,iPhone
9632,retained,121,97,338,996,204,0,1872.8,1508.5,23,17,iPhone
9633,churned,26,21,138,1799,0,40,6746.8,1743.8,20,15,Android
9634,retained,8,8,96,2292,289,71,5864.8,1221.5,5,3,Android
9635,retained,8,8,168,1369,63,0,2014.7,782.2,18,15,iPhone
9636,retained,23,19,46,1626,0,0,3098.6,1474.8,4,4,iPhone
9637,retained,130,104,255,697,0,112,5067.8,3393.2,21,17,Android
9638,retained,3,3,277,2566,84,35,6155.3,2927.1,29,22,iPhone
9639,churned,95,76,331,1902,710,64,2193.0,857.7,18,15,Android
9640,retained,95,83,200,1234,130,159,8527.9,7090.3,24,22,iPhone
9641,churned,74,74,138,535,125,0,4235.6,1518.1,14,7,iPhone
9642,retained,54,44,463,2756,119,0,2402.5,822.7,9,6,Android
9643,churned,177,142,519,458,0,49,3604.1,494.4,16,8,Android
9644,churned,42,42,81,191,180,0,1706.9,198.2,1,0,iPhone
9645,churned,101,81,174,1977,152,91,14138.4,4972.7,4,4,iPhone
9646,retained,3,2,45,1125,35,0,2136.9,1761.3,25,24,iPhone
9647,retained,144,115,257,1598,0,67,2990.8,884.6,31,26,iPhone
9648,retained,134,108,183,1831,294,0,9622.7,1155.6,21,17,iPhone
9649,churned,15,13,81,322,3,0,8459.5,5155.5,9,7,iPhone
9650,retained,100,89,241,2166,300,0,3695.0,2739.1,20,19,iPhone
9651,retained,94,75,120,3489,0,4,3125.0,664.9,28,24,Android
9652,churned,131,105,290,3318,31,0,5730.3,3228.5,11,5,Android
9653,retained,24,21,68,1402,734,15,580.8,457.2,15,7,iPhone
9654,retained,58,58,241,2435,340,13,5679.9,1315.3,3,2,iPhone
9655,retained,162,130,398,1953,0,11,1422.7,1160.1,14,9,iPhone
9656,retained,3,3,70,813,0,14,2298.2,385.8,22,19,Android
9657,retained,109,87,378,3148,8,7,8617.6,5820.5,7,7,iPhone
9658,retained,76,61,103,631,56,0,6141.3,1314.5,6,6,iPhone
9659,retained,26,21,26,1393,63,16,1938.0,951.3,25,19,Android
9660,churned,38,38,320,1172,252,0,6095.6,4595.9,25,20,iPhone
9661,retained,124,103,208,3130,145,0,4331.4,516.5,30,21,iPhone
9662,retained,55,46,153,1213,32,50,5079.9,3277.4,6,6,iPhone
9663,retained,4,4,92,1715,0,117,3878.0,2990.0,14,14,Android
9664,retained,64,53,148,87,186,56,10300.6,4843.2,21,17,iPhone
9665,retained,82,66,111,2295,219,132,4996.6,620.5,8,8,iPhone
9666,retained,160,132,265,3257,31,0,4581.6,2752.4,4,2,Android
9667,retained,67,60,319,1068,444,9,1688.3,110.7,0,0,Android
9668,churned,44,35,123,2642,97,136,4621.6,1657.9,7,7,iPhone
9669,retained,54,44,73,714,171,4,4088.3,593.7,17,14,Android
9670,retained,42,36,106,2233,121,0,2890.4,2140.9,12,8,iPhone
9671,retained,104,84,160,552,45,0,3478.3,2306.8,3,3,iPhone
9672,retained,168,134,452,226,0,0,2120.5,125.7,23,20,iPhone
9673,churned,41,34,48,659,47,60,1876.6,606.7,7,1,iPhone
9674,retained,33,33,128,1485,13,1,2232.8,917.1,18,13,iPhone
9675,retained,312,249,446,2516,210,0,3893.6,471.2,10,10,Android
9676,retained,16,16,49,1707,132,30,2047.7,1640.4,12,5,Android
9677,retained,72,58,108,730,125,4,3057.6,250.0,18,16,iPhone
9678,churned,24,19,245,3028,30,100,3770.5,2702.0,5,1,Android
9679,retained,18,17,60,2569,24,135,4384.5,3274.6,27,24,iPhone
9680,retained,16,16,93,3496,386,133,2178.4,974.2,30,22,Android
9681,churned,173,144,211,868,16,10,3024.7,1350.7,12,7,Android
9682,retained,92,79,108,3257,0,29,3776.5,3097.7,18,13,iPhone
9683,retained,79,63,221,673,65,0,2411.7,1980.5,23,14,iPhone
9684,retained,114,92,116,921,0,0,3537.6,1063.1,2,0,iPhone
9685,retained,49,41,147,3430,24,36,949.5,624.9,4,0,iPhone
9686,retained,5,5,44,3269,198,0,4634.4,1449.3,23,14,iPhone
9687,retained,26,26,35,676,231,80,845.8,635.8,19,17,Android
9688,churned,141,115,183,3387,128,0,3486.7,1406.5,12,9,Android
9689,retained,301,241,513,109,0,0,4590.8,1210.2,18,14,iPhone
9690,retained,145,117,298,1308,4,0,3461.8,1683.1,13,6,Android
9691,retained,48,39,90,2196,9,100,3671.2,2219.3,11,11,iPhone
9692,churned,2,2,53,2902,127,14,10712.3,4909.4,7,1,Android
9693,churned,31,25,80,1770,0,135,7639.7,1196.9,1,0,iPhone
9694,churned,65,58,192,1407,37,0,7498.1,3448.9,14,9,Android
9695,retained,28,23,141,226,73,0,1944.6,1379.9,5,5,iPhone
9696,retained,52,43,66,1524,0,5,2837.8,1296.5,17,12,Android
9697,retained,17,14,79,1430,0,45,1446.5,566.8,22,17,Android
9698,churned,188,151,191,969,222,0,3599.8,2655.9,1,1,iPhone
9699,retained,170,137,555,978,147,12,7420.4,318.1,30,27,Android
9700,retained,235,188,238,1085,294,0,3020.7,375.0,27,20,iPhone
9701,churned,31,31,60,1578,15,0,3883.1,2475.8,12,10,iPhone
9703,retained,3,3,161,1726,261,0,2153.1,1704.3,2,0,Android
9704,retained,7,6,7,1916,0,14,5253.9,1513.8,18,11,iPhone
9705,retained,207,167,421,1927,192,75,1789.1,761.7,12,9,iPhone
9706,retained,11,9,21,2511,2,0,2697.0,1931.5,31,22,iPhone
9707,retained,83,66,265,668,0,91,2476.7,1020.4,25,17,iPhone
9709,retained,65,65,317,1490,0,21,1842.8,1106.5,17,9,iPhone
9710,retained,1,1,126,1591,60,4,1674.3,333.8,28,18,iPhone
9711,retained,4,4,23,1672,248,0,6348.0,3319.0,17,10,Android
9712,churned,45,40,127,267,160,0,3888.0,2832.3,15,14,iPhone
9713,retained,26,23,123,1143,289,0,3760.8,2844.5,27,22,iPhone
9714,retained,51,51,189,2707,0,136,3961.6,2177.8,16,15,iPhone
9715,retained,272,218,440,930,187,74,8992.5,6487.5,23,21,iPhone
9716,churned,68,55,77,11,591,2,6293.1,1866.1,4,4,iPhone
9717,retained,78,65,191,48,9,0,4876.0,3972.2,30,28,iPhone
9718,retained,61,49,97,1051,0,0,3185.6,584.5,21,16,Android
9719,churned,127,127,210,1772,18,13,3915.5,519.5,3,3,iPhone
9720,retained,101,82,211,2460,47,15,7781.1,3123.4,5,5,Android
9721,retained,143,120,338,2682,37,80,3386.4,1849.8,30,20,iPhone
9722,retained,99,80,204,953,307,0,2279.2,1075.2,26,20,Android
9723,retained,186,150,218,3353,0,84,8610.9,5438.5,23,15,iPhone
9724,retained,78,64,102,2918,0,130,4229.9,1639.1,28,22,Android
9725,retained,39,31,321,2856,119,0,1691.2,1391.9,24,17,Android
9726,retained,194,160,493,228,117,87,2782.9,1838.2,30,26,iPhone
9727,retained,124,99,136,3392,72,65,2228.0,693.6,22,19,iPhone
9728,retained,242,195,378,428,8,5,2124.9,1023.8,6,6,iPhone
9729,retained,298,242,591,3489,625,148,1884.3,1156.6,1,1,iPhone
9730,retained,223,178,257,2407,90,0,721.2,592.1,6,3,Android
9731,retained,24,21,36,3494,103,0,2897.5,1214.6,7,7,iPhone
9732,retained,61,50,193,1534,72,0,9265.7,1258.0,21,21,iPhone
9733,retained,8,8,112,22,152,0,4998.5,3583.4,22,18,iPhone
9734,retained,46,42,202,2670,3,0,5871.8,2455.6,4,0,Android
9735,retained,13,10,55,1665,146,10,3930.1,1462.7,3,3,Android
9736,retained,84,71,333,610,231,52,6302.0,4109.6,20,16,iPhone
9738,retained,8,7,11,827,379,0,6816.7,634.3,15,11,Android
9739,retained,105,84,126,2948,0,52,4796.7,2097.9,11,10,iPhone
9740,retained,103,82,137,888,37,0,2491.8,1377.0,30,24,iPhone
9741,retained,70,61,554,536,115,127,3489.5,2238.0,27,25,Android
9742,retained,22,19,175,3120,898,0,8495.6,2596.8,1,1,iPhone
9743,retained,16,16,173,2697,0,0,4975.5,2538.0,3,3,Android
9744,retained,50,40,199,1696,34,12,1466.8,1001.9,29,22,Android
9745,retained,126,101,244,2751,0,108,6504.5,4386.9,13,12,Android
9746,retained,219,175,248,2631,15,69,1378.3,432.6,8,8,Android
9747,retained,9,7,32,2359,26,11,1040.9,205.0,4,0,iPhone
9748,retained,60,48,124,46,13,3,2599.5,1454.0,25,23,Android
9749,retained,128,104,411,3364,188,18,3273.0,1412.3,4,4,iPhone
9750,churned,30,28,112,572,0,7,3854.6,2356.9,2,0,Android
9751,retained,292,239,358,3500,71,23,1953.4,518.6,7,5,iPhone
9753,churned,191,153,338,2394,147,10,5146.1,3630.8,20,12,iPhone
9754,churned,107,88,115,232,237,166,5564.4,4031.0,7,7,iPhone
9755,retained,33,27,83,2076,0,0,5697.2,2366.3,28,22,iPhone
9756,retained,22,22,27,2096,454,16,2180.0,977.3,4,0,iPhone
9757,retained,122,98,183,1107,46,0,2678.7,919.8,20,14,iPhone
9758,churned,54,44,233,142,19,147,1076.8,882.7,4,1,Android
9759,retained,14,12,137,1117,27,0,2818.6,1138.1,22,19,Android
9760,retained,87,70,124,1370,9,115,5835.7,3559.0,15,7,Android
9761,retained,226,226,709,638,0,88,1651.0,980.9,11,5,Android
9762,retained,20,20,45,3223,66,88,1456.4,877.9,26,19,iPhone
9763,retained,25,20,381,735,6,0,11840.8,9130.4,17,15,iPhone
9764,retained,77,65,132,1158,63,0,7194.0,165.7,28,18,iPhone
9765,retained,47,38,77,966,0,200,2167.8,380.5,22,18,iPhone
9766,retained,16,16,365,2479,95,120,2621.1,1616.2,2,2,Android
9767,retained,50,41,188,3076,0,0,2794.3,921.8,28,20,Android
9768,retained,137,113,337,2785,606,25,3791.8,1383.8,10,4,Android
9769,retained,136,110,156,912,39,69,3294.4,962.7,11,4,Android
9770,retained,152,122,180,2396,52,36,4006.2,2080.5,10,3,Android
9771,retained,608,514,772,3280,218,0,2783.9,783.4,29,28,iPhone
9772,retained,46,37,138,446,92,73,7055.6,2479.1,18,15,Android
9773,retained,32,32,47,2143,153,0,2282.5,1318.3,4,1,iPhone
9774,retained,80,64,180,2229,48,0,5423.9,1088.7,17,11,Android
9775,retained,5,4,138,975,449,99,4951.9,3327.9,19,18,Android
9776,retained,31,25,59,733,551,33,3490.4,2594.8,14,7,iPhone
9777,retained,0,0,8,1121,439,0,2706.0,170.1,7,6,iPhone
9778,retained,13,13,113,3494,85,119,5542.0,1752.6,23,21,iPhone
9779,retained,25,21,35,2087,88,110,6793.9,4995.6,20,18,iPhone
9780,retained,57,46,72,2869,0,33,2224.6,875.8,16,15,iPhone
9781,retained,30,24,395,653,220,0,1841.3,361.9,11,5,iPhone
9782,retained,104,86,106,3486,0,0,1462.8,739.9,29,21,iPhone
9783,retained,83,83,90,1051,160,0,7948.0,4152.1,28,18,Android
9784,retained,151,132,297,128,79,0,3621.5,1520.8,8,2,iPhone
9785,retained,17,15,34,1394,326,7,1789.8,1486.0,18,10,iPhone
9786,retained,66,66,170,293,180,78,1544.9,862.9,29,24,Android
9787,retained,35,28,62,211,341,0,9538.2,5689.7,5,2,Android
9788,retained,19,15,343,183,80,30,2688.8,1384.0,17,15,iPhone
9790,retained,145,116,154,2449,82,190,7000.7,2130.7,19,17,Android
9791,retained,20,16,441,2469,81,16,3379.6,2177.2,31,22,iPhone
9792,churned,39,32,344,137,4,34,3502.4,2323.9,8,8,iPhone
9793,retained,52,43,90,1860,188,0,4825.9,3465.7,28,25,iPhone
9794,churned,1,1,208,1673,0,0,10604.3,8502.1,7,3,Android
9795,retained,119,95,200,1576,236,8,7537.3,5083.3,13,13,iPhone
9797,retained,590,472,677,3285,29,0,8172.3,1200.0,29,23,Android
9798,retained,83,66,216,777,549,0,4822.0,3614.0,28,25,iPhone
9799,retained,215,174,411,1592,161,137,1058.6,865.3,11,4,iPhone
9800,retained,12,10,130,2805,76,0,2855.5,1007.4,26,20,Android
9801,retained,126,101,203,3429,270,31,2779.3,1976.6,7,7,iPhone
9802,retained,45,45,86,1504,153,0,8006.0,823.9,25,19,iPhone
9803,retained,19,15,72,1758,0,0,2320.0,890.5,18,18,Android
9804,retained,238,196,319,326,173,11,2781.4,1996.2,29,19,iPhone
9805,retained,96,78,234,3248,0,0,5049.2,1033.6,18,14,iPhone
9806,retained,40,34,276,930,435,45,4193.6,1621.9,18,10,iPhone
9808,retained,12,12,34,1176,8,0,10508.9,2144.1,10,8,Android
9809,churned,33,28,123,2333,364,11,5072.6,1552.9,9,9,iPhone
9810,churned,6,6,108,938,92,24,4830.6,1870.2,2,0,iPhone
9812,retained,176,141,359,751,236,0,8512.5,5146.0,18,12,iPhone
9813,retained,11,11,450,2872,18,0,2468.9,546.0,23,20,Android
9814,churned,33,26,45,470,48,0,1418.7,777.1,23,18,iPhone
9815,retained,138,111,325,2649,148,0,4452.5,3615.5,15,15,iPhone
9816,retained,328,263,442,778,18,10,2136.4,902.4,8,2,Android
9817,churned,53,44,167,583,76,298,5969.1,4750.1,4,4,Android
9818,retained,52,52,263,3429,207,124,3539.8,1478.8,25,23,iPhone
9819,retained,139,118,177,2254,38,0,5706.6,4102.6,24,16,Android
9820,retained,96,77,235,895,122,0,5454.5,2045.7,4,4,iPhone
9821,retained,347,280,533,2733,455,48,4985.9,3746.8,4,3,iPhone
9822,churned,212,170,272,3101,456,59,2601.4,548.5,1,1,iPhone
9823,retained,6,5,125,1151,0,63,6505.7,4470.3,12,12,iPhone
9824,retained,28,22,68,675,537,11,1453.2,1104.3,14,14,iPhone
9825,retained,37,31,123,1440,14,12,2109.2,1661.1,28,23,Android
9826,retained,27,27,158,1957,26,0,4156.1,2111.1,14,14,iPhone
9827,churned,124,100,182,468,0,6,12632.9,1802.3,11,9,iPhone
9828,retained,71,57,513,250,119,0,3526.5,288.7,13,8,iPhone
9829,retained,9,9,35,2745,0,0,2157.2,575.8,18,10,iPhone
9830,churned,409,328,510,878,70,31,2342.0,1012.1,23,20,iPhone
